"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
724,47,"capture","SSH",2018,"Q_tlw",33,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Southeast","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280202101",3421,"scarlet shrimp","aristaeopsis edwardsiana","(Johnson 1868)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeopsis.edwardsiana_marine_capture",0,0,1,"marine"
724,37,"capture","ARS",2018,"Q_tlw",9,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203001",2602,"giant red shrimp","aristaeomorpha foliacea","(Risso 1827)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristaeomorpha.foliacea_marine_capture",0,0,1,"marine"
724,37,"capture","ARA",2018,"Q_tlw",2184,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203101",3422,"blue and red shrimp","aristeus antennatus","(Risso 1816)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.antennatus_marine_capture",0,0,1,"marine"
724,34,"capture","ARV",2018,"Q_tlw",588,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280203102",2603,"striped red shrimp","aristeus varidens","Holthuis 1952","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.varidens_marine_capture",0,0,1,"marine"
724,47,"capture","ARV",2018,"Q_tlw",1391,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Southeast","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280203102",2603,"striped red shrimp","aristeus varidens","Holthuis 1952","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","aristeus.varidens_marine_capture",0,0,1,"marine"
724,37,"capture","LKT",2018,"Q_tlw",25,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280403201",16521,"golden shrimp","plesionika martia","(A. Milne Edwards 1883)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","plesionika.martia_marine_capture",0,0,1,"marine"
724,27,"capture","CPR",2018,"Q_tlw",64,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2281201810",2607,"common prawn","palaemon serratus","(Pennant 1777)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","palaemon.serratus_marine_capture",0,1,1,"marine"
724,27,"capture","CSH",2018,"Q_tlw",2,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
724,37,"capture","CSH",2018,"Q_tlw",11,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2282300303",3435,"common shrimp","crangon crangon","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","crangon.crangon_marine_capture",0,1,1,"marine"
724,27,"capture","DCP",2018,"Q_tlw",60,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
724,34,"capture","DCP",2018,"Q_tlw",432,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
724,37,"capture","DCP",2018,"Q_tlw",684,203,"ES","ESP","Spain","the Kingdom of Spain","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"228XXXXXXX",3397,"natantian decapods nei","crangonidae",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,0,1,0,"marine","crangonidae_marine_capture",NA,NA,NA,NA
740,31,"capture","PEN",2018,"Q_tlw",379,207,"SR","SUR","Suriname","the Republic of Suriname","Americas","Other developing countries or areas","South America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
740,31,"capture","BOB",2018,"Q_tlw",9886,207,"SR","SUR","Suriname","the Republic of Suriname","Americas","Other developing countries or areas","South America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",4,"Capture production",40,"2280102201",2600,"atlantic seabob","xiphopenaeus kroyeri","(Heller 1862)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","xiphopenaeus.kroyeri_marine_capture",0,1,1,"marine"
752,27,"capture","PRA",2018,"Q_tlw",1274,210,"SE","SWE","Sweden","the Kingdom of Sweden","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2280400203",3425,"northern prawn","pandalus borealis","Krøyer 1838","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pandalus.borealis_marine_capture",0,0,1,"marine"
752,27,"capture","PAN",2018,"Q_tlw",2,210,"SE","SWE","Sweden","the Kingdom of Sweden","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"22804002XX",2604,"pandalus shrimps nei","pandalus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","pandalus_marine_capture",NA,NA,NA,NA
752,27,"capture","FAC",2018,"Q_tlw",4,210,"SE","SWE","Sweden","the Kingdom of Sweden","Europe","Developed countries or areas","Northern Europe","Atlantic, Northeast","Atlantic Ocean and adjacent seas","marine","Northern regions",4,"Capture production",40,"2283100304",6565,"crimson pasiphaeid","pasiphaea tarda","Krøyer 1845","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","pasiphaea.tarda_marine_capture",0,0,1,"marine"
76,41,"capture","PNT",2018,"Q_tlw",3500,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280100108",3403,"southern white shrimp","litopenaeus schmitti","Burkenroad 1936","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.schmitti_marine_capture",0,1,1,"marine"
76,41,"capture","PNB",2018,"Q_tlw",9000,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280100119",3407,"redspotted shrimp","farfantepenaeus brasiliensis","Latreille 1817","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","farfantepenaeus.brasiliensis_marine_capture",0,0,1,"marine"
76,41,"capture","PEN",2018,"Q_tlw",4100,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",0,1,0,0,"marine","penaeus_marine_capture",NA,NA,NA,NA
76,41,"capture","BOB",2018,"Q_tlw",13100,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280102201",2600,"atlantic seabob","xiphopenaeus kroyeri","(Heller 1862)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","xiphopenaeus.kroyeri_marine_capture",0,1,1,"marine"
76,41,"capture","ASH",2018,"Q_tlw",2800,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2280106701",2601,"argentine stiletto shrimp","artemesia longinaris","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","artemesia.longinaris_marine_capture",0,0,1,"marine"
76,41,"capture","LAA",2018,"Q_tlw",800,21,"BR","BRA","Brazil","the Federative Republic of Brazil","Americas","Other developing countries or areas","South America","Atlantic, Southwest","Atlantic Ocean and adjacent seas","marine","Southern regions",4,"Capture production",40,"2282900601",3437,"argentine red shrimp","pleoticus muelleri","(Bate 1888)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","pleoticus.muelleri_marine_capture",0,0,1,"marine"
764,57,"capture","PBA",2018,"Q_tlw",1319,216,"TH","THA","Thailand","the Kingdom of Thailand","Asia","Other developing countries or areas","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",4,"Capture production",40,"2280100103",2583,"banana prawn","penaeus merguiensis","De Man 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.merguiensis_marine_capture",0,1,1,"marine"
764,71,"capture","PBA",2018,"Q_tlw",4892,216,"TH","THA","Thailand","the Kingdom of Thailand","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",4,"Capture production",40,"2280100103",2583,"banana prawn","penaeus merguiensis","De Man 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.merguiensis_marine_capture",0,1,1,"marine"
